"","subj","native_lang","age","gender","trial_type","r1","r2","r3","r4","r5","r6"
"1652","A2YBZFSUD5OP7W","English",31,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio F.""%2CCoworker 2 says%2C ""Studio B.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '8178')"
"1653","A2YBZFSUD5OP7W","English",31,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth floor.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '11538')"
"1655","A2YBZFSUD5OP7W","English",31,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '12457')",""
"1656","A2YBZFSUD5OP7W","English",31,"female","exit_quest","('know_conditons', 'at the cafe')","('know_conditons', 'at a store or cafe')","('difficult', 'no%2C it was easy enough')","('anything_else', 'none thanks!')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '22633')"
"1657","A1KVUI9CRV0OVL","English",27,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '16258')","","","",""
"1658","A1KVUI9CRV0OVL","English",27,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '29678')",""
"1659","A1KVUI9CRV0OVL","English",27,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '29076')",""
"1660","A1KVUI9CRV0OVL","English",27,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2120')","","","",""
"1661","A1KVUI9CRV0OVL","English",27,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places B and E.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Places F%2C A%2C B%2C C and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '22962')"
"1662","A1KVUI9CRV0OVL","English",27,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner C.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diner E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17474')"
"1664","A1KVUI9CRV0OVL","English",27,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27522')",""
"1665","A1KVUI9CRV0OVL","English",27,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores E and B.""%2CAdvisor 2 says%2C ""Stores E%2C B%2C A%2C D%2C and F.""%2CAdvisor 3 says%2C ""Store E.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '24622')"
"1666","A1KVUI9CRV0OVL","English",27,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studios C and B.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13028')"
"1668","A1KVUI9CRV0OVL","English",27,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '10924')",""
"1669","A1KVUI9CRV0OVL","English",27,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 2 says%2C ""The Northeast district.""%2COperative 3 says%2C ""The North district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21252')"
"1670","A1KVUI9CRV0OVL","English",27,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location A.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Locations D and F.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12498')"
"1671","A1KVUI9CRV0OVL","English",27,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants A and B.""%2CInspector 2 says%2C ""Restaurant E.""%2CInspector 3 says%2C ""Restaurant F.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '35958')"
"1673","A1KVUI9CRV0OVL","English",27,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '22054')",""
"1674","A1KVUI9CRV0OVL","English",27,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafe E.""%2CClassmate 3 says%2C ""Cafe A.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9554')"
"1675","A1KVUI9CRV0OVL","English",27,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The first floor.""%2CFirefighter 2 says%2C ""The fourth and sixth floors.""%2CFirefighter 3 says%2C ""The fifth floor.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '28238')"
"1676","A1KVUI9CRV0OVL","English",27,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stall E.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14544')"
"1678","A1KVUI9CRV0OVL","English",27,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '10710')",""
"1679","A1KVUI9CRV0OVL","English",27,"male","exit_quest","('know_conditons', 'John found the coffee in the cupboard.')","('know_conditons', 'John can find the coffee in the cupboard.')","('difficult', 'Some answers were vague. People technically know where to get stuff%2C but they just have bad taste.')","('anything_else', 'nah')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '64656')"
"1680","A1931U5JHX67RA","english",42,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '5643')","","","",""
"1681","A1931U5JHX67RA","english",42,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '46043')",""
"1682","A1931U5JHX67RA","english",42,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '43402')",""
"1683","A1931U5JHX67RA","english",42,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2409')","","","",""
"1684","A1931U5JHX67RA","english",42,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F%2C E%2C D%2C C and B.""%2CCoworker 2 says%2C ""Studios C and B.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '72037')"
"1685","A1931U5JHX67RA","english",42,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place D.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places F and A.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '51160')"
"1686","A1931U5JHX67RA","english",42,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location A.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Locations A and D.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25647')"
"1687","A1931U5JHX67RA","english",42,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '33075')",""
"1689","A1931U5JHX67RA","english",42,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The sixth floor.""%2CFirefighter 2 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 3 says%2C ""The fifth floor.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '88861')"
"1690","A1931U5JHX67RA","english",42,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall B.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stall C.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '48408')"
"1691","A1931U5JHX67RA","english",42,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '29056')",""
"1693","A1931U5JHX67RA","english",42,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast and Southwest districts.""%2COperative 2 says%2C ""The Northeast district.""%2COperative 3 says%2C ""The West district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '41304')"
"1694","A1931U5JHX67RA","english",42,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E%2C B%2C F%2C C and D.""%2CClassmate 2 says%2C ""Cafes E and B.""%2CClassmate 3 says%2C ""Cafe D.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23974')"
"1695","A1931U5JHX67RA","english",42,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Store F.""%2CAdvisor 3 says%2C ""Store C.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18225')"
"1696","A1931U5JHX67RA","english",42,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '95529')",""
"1698","A1931U5JHX67RA","english",42,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C and F.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diner B.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '59645')"
"1699","A1931U5JHX67RA","english",42,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants A%2C B%2C C%2C D%2C and E.""%2CInspector 2 says%2C ""Restaurant A.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30450')"
"1700","A1931U5JHX67RA","english",42,"male","control","('when_A_chosen', 'yes')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '31347')",""
"1702","A1931U5JHX67RA","english",42,"male","exit_quest","('know_conditons', 'At that cafe on the corner.')","('know_conditons', 'At the cafe on the corner.')","('difficult', 'Yes%2C many werent wrong but they werent complete%2C ambiguous')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '84569')"
"1703","AA4D4WHT4HBYW","English",37,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '7849')","","","",""
"1704","AA4D4WHT4HBYW","English",37,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '108605')",""
"1705","AA4D4WHT4HBYW","English",37,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '290116')",""
"1706","AA4D4WHT4HBYW","English",37,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '4662')","","","",""
"1707","AA4D4WHT4HBYW","English",37,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants C and E.""%2CInspector 2 says%2C ""Restaurant E.""%2CInspector 3 says%2C ""Restaurant F.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '45539')"
"1708","AA4D4WHT4HBYW","English",37,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes F and D.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafe E.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '768927')"
"1709","AA4D4WHT4HBYW","English",37,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '65911')",""
"1710","AA4D4WHT4HBYW","English",37,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 2 says%2C ""The first floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '51037')"
"1712","AA4D4WHT4HBYW","English",37,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stall E.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '76223')"
"1713","AA4D4WHT4HBYW","English",37,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '70868')",""
"1714","AA4D4WHT4HBYW","English",37,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast and Southwest districts.""%2COperative 2 says%2C ""The Northeast district.""%2COperative 3 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '126925')"
"1716","AA4D4WHT4HBYW","English",37,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '42405')"
"1717","AA4D4WHT4HBYW","English",37,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores A and F.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '61909')"
"1718","AA4D4WHT4HBYW","English",37,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '48542')",""
"1719","AA4D4WHT4HBYW","English",37,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studio B.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '28269')"
"1721","AA4D4WHT4HBYW","English",37,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places B and E.""%2CInvestigator 2 says%2C ""Place D.""%2CInvestigator 3 says%2C ""Place E.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '53198')"
"1722","AA4D4WHT4HBYW","English",37,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location F.""%2CCousin 2 says%2C ""Locations D and F.""%2CCousin 3 says%2C ""Locations A and D.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30806')"
"1723","AA4D4WHT4HBYW","English",37,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '32414')",""
"1725","AA4D4WHT4HBYW","English",37,"female","exit_quest","('know_conditons', 'John found coffee at the coffee shop.')","('know_conditons', 'John can find coffee at the coffee shop.')","('difficult', ""A little because I didn't know how specific to be."")","('anything_else', 'No.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '100759')"
"1726","A13J3RCDUBXQ7E","English",44,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '9097')","","","",""
"1727","A13J3RCDUBXQ7E","English",44,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '37157')",""
"1728","A13J3RCDUBXQ7E","English",44,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '18806')",""
"1729","A13J3RCDUBXQ7E","English",44,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2592')","","","",""
"1730","A13J3RCDUBXQ7E","English",44,"female","low","('answers_reported', '')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '47882')"
"1731","A13J3RCDUBXQ7E","English",44,"female","high","('answers_reported', '')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '34127')"
"1732","A13J3RCDUBXQ7E","English",44,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '13978')",""
"1733","A13J3RCDUBXQ7E","English",44,"female","low","('answers_reported', '')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18122')"
"1735","A13J3RCDUBXQ7E","English",44,"female","high","('answers_reported', '')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14634')"
"1736","A13J3RCDUBXQ7E","English",44,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '17135')",""
"1737","A13J3RCDUBXQ7E","English",44,"female","low","('answers_reported', '')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13335')"
"1739","A13J3RCDUBXQ7E","English",44,"female","high","('answers_reported', '')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19095')"
"1740","A13J3RCDUBXQ7E","English",44,"female","low","('answers_reported', '')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12327')"
"1741","A13J3RCDUBXQ7E","English",44,"female","control","('when_A_chosen', 'yes')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '23896')",""
"1742","A13J3RCDUBXQ7E","English",44,"female","high","('answers_reported', '')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '22618')"
"1744","A13J3RCDUBXQ7E","English",44,"female","low","('answers_reported', '')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26828')"
"1745","A13J3RCDUBXQ7E","English",44,"female","high","('answers_reported', '')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16439')"
"1746","A13J3RCDUBXQ7E","English",44,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21698')",""
"1748","A13J3RCDUBXQ7E","English",44,"female","exit_quest","('know_conditons', 'At the supermarket.')","('know_conditons', 'At a supermarket or coffee shop.')","('difficult', 'Somewhat. It was a bit tedious.')","('anything_else', 'No.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '69068')"
"1749","A3ROADR7T6811","english",27,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '63912')","","","",""
"1750","A3ROADR7T6811","english",27,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '53548')",""
"1751","A3ROADR7T6811","english",27,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '70713')",""
"1752","A3ROADR7T6811","english",27,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2789')","","","",""
"1753","A3ROADR7T6811","english",27,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The South and North districts.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '61250')"
"1754","A3ROADR7T6811","english",27,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studio A.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '42447')"
"1756","A3ROADR7T6811","english",27,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '71343')"
"1757","A3ROADR7T6811","english",27,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '29634')",""
"1758","A3ROADR7T6811","english",27,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners A and E.""%2CFriend 2 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""%2CFriend 3 says%2C ""Diner C.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '50908')"
"1760","A3ROADR7T6811","english",27,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurants A%2C B%2C C%2C D%2C and E.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '34631')"
"1761","A3ROADR7T6811","english",27,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '37828')",""
"1762","A3ROADR7T6811","english",27,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations A and D.""%2CCousin 2 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 3 says%2C ""Locations D and F.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '35047')"
"1763","A3ROADR7T6811","english",27,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth floor.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '45663')"
"1765","A3ROADR7T6811","english",27,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls A and B.""%2CBrother 2 says%2C ""Stall B.""%2CBrother 3 says%2C ""Stalls C%2C D%2C A%2C F and B.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '36512')"
"1766","A3ROADR7T6811","english",27,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '36765')",""
