"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1110","A2F2DDH12YU4AK","English",35,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall E.""%2CRoommate 2 says%2C ""Stalls D and E.""%2CRoommate 3 says%2C ""Stall F.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'no')","('florist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '19180')"
"1111","A2F2DDH12YU4AK","English",35,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '16286')","","",""
"1112","A2F2DDH12YU4AK","English",35,"male","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'yes')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '21391')",""
"1113","A2F2DDH12YU4AK","English",35,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '21684')",""
"1114","A2F2DDH12YU4AK","English",35,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist A.""%2CFriend 2 says%2C ""Stylist F.""%2CFriend 3 says%2C ""Stylist E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'no')","('hair_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '18716')"
"1115","A2F2DDH12YU4AK","English",35,"male","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '12743')","","",""
"1116","A2F2DDH12YU4AK","English",35,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '51715')"
"1117","A2F2DDH12YU4AK","English",35,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists A and B.""%2CCoworker 2 says%2C ""Dentist F.""%2CCoworker 3 says%2C ""Dentists D and E.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '6106')"
"1118","A2F2DDH12YU4AK","English",35,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '20545')",""
"1119","A2F2DDH12YU4AK","English",35,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store F.""%2CFriend 2 says%2C ""Store E.""%2CFriend 3 says%2C ""Stores D and E.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '4890')"
"1120","A2F2DDH12YU4AK","English",35,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '11191')","","",""
"1121","A2F2DDH12YU4AK","English",35,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '6265')","","",""
"1122","A2F2DDH12YU4AK","English",35,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21662')",""
"1123","A2F2DDH12YU4AK","English",35,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore E.""%2CFriend 2 says%2C ""Bookstore A.""%2CFriend 3 says%2C ""Bookstores D and E.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '5321')"
"1124","A2F2DDH12YU4AK","English",35,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '8122')","","",""
"1125","A2F2DDH12YU4AK","English",35,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '21013')"
"1126","A2F2DDH12YU4AK","English",35,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21361')",""
"1127","A2F2DDH12YU4AK","English",35,"male","exit_quest","('know_conditons', 'Yes. The first question requests the set of all restaurants that serve brunch%2C the second question is phrased to request more specifically which restaurant to choose.')","('difficult', 'No. The question all seemed straight forward and simple to answer.')","('anything_else', 'No further relevant comment%2C at this time.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '94599')",""
"1128","A3CZ2S6TCQTJBK","english",53,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '18143')","","","",""
"1129","A3CZ2S6TCQTJBK","english",53,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '57650')",""
"1130","A3CZ2S6TCQTJBK","english",53,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '69410')",""
"1131","A3CZ2S6TCQTJBK","english",53,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2029')","","","",""
"1132","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists D and E.""%2CCoworker 2 says%2C ""Dentist F.""%2CCoworker 3 says%2C ""Dentist A.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '82267')"
"1133","A3CZ2S6TCQTJBK","english",53,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '30253')"
"1134","A3CZ2S6TCQTJBK","english",53,"male","ginz","('ginzwhere_largegrain_y_chosen', 'no')","('ginzwhere_largegrain_n_chosen', 'yes')","('_REACTION_TIME_', '39765')","","",""
"1135","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall A.""%2CRoommate 2 says%2C ""Stalls A and B.""%2CRoommate 3 says%2C ""Stalls D and E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '102175')"
"1136","A3CZ2S6TCQTJBK","english",53,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '72995')",""
"1137","A3CZ2S6TCQTJBK","english",53,"male","nst","('NST_4a_chosen', 'yes')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '57227')","","",""
"1138","A3CZ2S6TCQTJBK","english",53,"male","ginz","('ginzwho_smallgrain_y_chosen', 'no')","('ginzwho_smallgrain_n_chosen', 'yes')","('_REACTION_TIME_', '23867')","","",""
"1139","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore A.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstore F.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '123896')"
"1140","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store F.""%2CFriend 2 says%2C ""Store A.""%2CFriend 3 says%2C ""Stores D and E.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '43060')"
"1141","A3CZ2S6TCQTJBK","english",53,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '144897')",""
"1142","A3CZ2S6TCQTJBK","english",53,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '31222')"
"1143","A3CZ2S6TCQTJBK","english",53,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '36396')","","",""
"1144","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe E.""%2CRoommate 2 says%2C ""Cafes A and B.""%2CRoommate 3 says%2C ""Cafe A.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '42342')"
"1145","A3CZ2S6TCQTJBK","english",53,"male","control","('why_A_chosen', 'no')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '56172')",""
"1146","A3CZ2S6TCQTJBK","english",53,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylists D and E.""%2CFriend 2 says%2C ""Stylist A.""%2CFriend 3 says%2C ""Stylist E.""')","('hair_A_chosen', 'yes')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '43553')"
"1147","A3CZ2S6TCQTJBK","english",53,"male","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'yes')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '27505')",""
"1148","A3CZ2S6TCQTJBK","english",53,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '16159')","","",""
"1149","A3CZ2S6TCQTJBK","english",53,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '30418')",""
"1150","A3CZ2S6TCQTJBK","english",53,"male","exit_quest","('know_conditons', 'The first is asking for just locations. The second implies a question of opinion as to ""where should I go for brunch.""')","('difficult', 'I think it was difficult because for me there was a lot of wiggle room as to what would be a correct answer')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '235957')",""
"1151","A2OSK4VP3ZOV7O","English",26,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '6539')","","","",""
"1152","A2OSK4VP3ZOV7O","English",26,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '59967')",""
"1153","A2OSK4VP3ZOV7O","English",26,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '41077')",""
"1154","A2OSK4VP3ZOV7O","English",26,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2369')","","","",""
"1155","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists D and E.""%2CCoworker 2 says%2C ""Dentist E.""%2CCoworker 3 says%2C ""Dentists A and B.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '73968')"
"1156","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore F.""%2CFriend 2 says%2C ""Bookstores D and E.""%2CFriend 3 says%2C ""Bookstores A and B.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '102483')"
"1157","A2OSK4VP3ZOV7O","English",26,"female","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '114077')"
"1158","A2OSK4VP3ZOV7O","English",26,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '17133')","","",""
"1159","A2OSK4VP3ZOV7O","English",26,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '34000')",""
"1160","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe F.""%2CRoommate 2 says%2C ""Cafe A.""%2CRoommate 3 says%2C ""Cafes A and B.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '68963')"
"1161","A2OSK4VP3ZOV7O","English",26,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '8103')","","",""
"1162","A2OSK4VP3ZOV7O","English",26,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '33248')","","",""
"1163","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall E.""%2CRoommate 2 says%2C ""Stall F.""%2CRoommate 3 says%2C ""Stalls D and E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'no')","('florist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '26027')"
"1164","A2OSK4VP3ZOV7O","English",26,"female","control","('how_guest_A_chosen', 'yes')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '114156')",""
"1165","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist E.""%2CFriend 2 says%2C ""Stylists A and B.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '188065')"
"1166","A2OSK4VP3ZOV7O","English",26,"female","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '48121')",""
"1167","A2OSK4VP3ZOV7O","English",26,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '8975')","","",""
"1168","A2OSK4VP3ZOV7O","English",26,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '42413')",""
"1169","A2OSK4VP3ZOV7O","English",26,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores A%2C B%2C C%2C D and E.""%2CFriend 2 says%2C ""Stores D and E.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '47654')"
"1170","A2OSK4VP3ZOV7O","English",26,"female","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '36231')"
"1171","A2OSK4VP3ZOV7O","English",26,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '12237')","","",""
"1172","A2OSK4VP3ZOV7O","English",26,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '29366')",""
"1173","A2OSK4VP3ZOV7O","English",26,"female","exit_quest","('know_conditons', 'Yes I would answer differently because the first question asking for which location has brunch and second question is asking for a recommendation for brunch.')","('difficult', 'No. Because it is pretty simple worded and straight forward.')","('anything_else', 'great survey!')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '288554')",""
"1174","AL7UTA8J27TFK","English",63,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '16367')","","","",""
"1175","AL7UTA8J27TFK","English",63,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '40633')",""
"1176","AL7UTA8J27TFK","English",63,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '50547')",""
"1177","AL7UTA8J27TFK","English",63,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2252')","","","",""
"1178","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores A and B.""%2CFriend 2 says%2C ""Store F.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '88200')"
"1179","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe A.""%2CRoommate 2 says%2C ""Cafes D and E.""%2CRoommate 3 says%2C ""Cafes A and B.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '121271')"
"1180","AL7UTA8J27TFK","English",63,"male","ginz","('ginzwho_smallgrain_y_chosen', 'no')","('ginzwho_smallgrain_n_chosen', 'yes')","('_REACTION_TIME_', '33441')","","",""
"1181","AL7UTA8J27TFK","English",63,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '103100')",""
"1182","AL7UTA8J27TFK","English",63,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '73312')"
"1183","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stalls A and B.""%2CRoommate 2 says%2C ""Stall E.""%2CRoommate 3 says%2C ""Stalls A%2C B%2C C%2C D and E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'no')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '48034')"
"1184","AL7UTA8J27TFK","English",63,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '70040')","","",""
"1185","AL7UTA8J27TFK","English",63,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '10878')","","",""
"1186","AL7UTA8J27TFK","English",63,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '81939')",""
"1187","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists A and B.""%2CCoworker 2 says%2C ""Dentists D and E.""%2CCoworker 3 says%2C ""Dentist F.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '98202')"
"1188","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist A.""%2CFriend 2 says%2C ""Stylists A and B.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'yes')","('hair_B_chosen', 'no')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '37432')"
"1189","AL7UTA8J27TFK","English",63,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '12149')","","",""
"1190","AL7UTA8J27TFK","English",63,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '46579')",""
"1191","AL7UTA8J27TFK","English",63,"male","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '51100')",""
"1192","AL7UTA8J27TFK","English",63,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstores D and E.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstores A%2C B%2C C%2C D and E.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44361')"
"1193","AL7UTA8J27TFK","English",63,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '38144')","","",""
"1194","AL7UTA8J27TFK","English",63,"male","nst","('NST_3a_chosen', 'no')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'yes')","('_REACTION_TIME_', '61058')"
"1195","AL7UTA8J27TFK","English",63,"male","control","('what_A_chosen', 'no')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '29055')",""
"1196","AL7UTA8J27TFK","English",63,"male","exit_quest","('know_conditons', 'For the 1st question I would give them a ""list"" of nearby restaurants. To the 2nd question %2C I would tell them to tru Rosie\'s place around the corner%2C they have good food.')","('difficult', 'Easy%2C It came out naturally.')","('anything_else', ""I'd would like to win the lottery."")","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '264874')",""
"1197","AZ8JL3QNIPY4U","English",28,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '27415')","","","",""
"1198","AZ8JL3QNIPY4U","English",28,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '22523')",""
"1199","AZ8JL3QNIPY4U","English",28,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '38718')",""
"1200","AZ8JL3QNIPY4U","English",28,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1745')","","","",""
"1201","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store E.""%2CFriend 2 says%2C ""Store F.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '58253')"
"1202","AZ8JL3QNIPY4U","English",28,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '10866')","","",""
"1203","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstores A%2C B%2C C%2C D and E.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstore A.""')","('books_A_chosen', 'yes')","('books_B_chosen', 'no')","('books_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '31919')"
"1204","AZ8JL3QNIPY4U","English",28,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '19015')",""
"1205","AZ8JL3QNIPY4U","English",28,"female","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '43614')"
"1206","AZ8JL3QNIPY4U","English",28,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '7773')","","",""
"1207","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylists D and E.""%2CFriend 2 says%2C ""Stylist A.""%2CFriend 3 says%2C ""Stylist E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16231')"
"1208","AZ8JL3QNIPY4U","English",28,"female","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '15249')"
"1209","AZ8JL3QNIPY4U","English",28,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '20445')",""
"1210","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall A.""%2CRoommate 2 says%2C ""Stall E.""%2CRoommate 3 says%2C ""Stall F.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'no')","('florist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '20021')"
"1211","AZ8JL3QNIPY4U","English",28,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '7915')","","",""
"1212","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe F.""%2CRoommate 2 says%2C ""Cafe A.""%2CRoommate 3 says%2C ""Cafes D and E.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14617')"
"1213","AZ8JL3QNIPY4U","English",28,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '35178')",""
"1214","AZ8JL3QNIPY4U","English",28,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '6676')","","",""
"1215","AZ8JL3QNIPY4U","English",28,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentist F.""%2CCoworker 2 says%2C ""Dentist E.""%2CCoworker 3 says%2C ""Dentists D and E.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '9821')"
"1216","AZ8JL3QNIPY4U","English",28,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '13435')","","",""
"1217","AZ8JL3QNIPY4U","English",28,"female","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '7496')",""
